time="2026-04-14T12:29:46+05:30" level=error msg="The moduleSpecifier \"script.js\" couldn't be found on local disk. Make sure that you've specified the right path to the file. If you're running k6 using the Docker image make sure you have mounted the local directory (-v /local/path/:/inside/docker/path) containing your script and modules so that they're accessible by k6 from inside of the container, see https://grafana.com/docs/k6/latest/using-k6/modules/#use-modules-with-docker."
time="2026-04-14T12:30:04+05:30" level=error msg="FAIL | VU=7 ITER=0 STATUS=200 TIME=8747.822ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:41+05:30" level=error msg="FAIL | VU=6 ITER=0 STATUS=200 TIME=19274.11ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:41+05:30" level=info msg="INFO | VU=6 ITER=0 STATUS=200 TIME=19274.11ms" source=console
time="2026-04-14T12:30:43+05:30" level=error msg="FAIL | VU=15 ITER=0 STATUS=200 TIME=17546.155ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:43+05:30" level=info msg="INFO | VU=15 ITER=0 STATUS=200 TIME=17546.155ms" source=console
time="2026-04-14T12:30:44+05:30" level=error msg="FAIL | VU=10 ITER=2 STATUS=200 TIME=16015.418ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:45+05:30" level=error msg="FAIL | VU=13 ITER=1 STATUS=200 TIME=18142.355ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:49+05:30" level=error msg="FAIL | VU=11 ITER=0 STATUS=200 TIME=20597.07ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:49+05:30" level=info msg="INFO | VU=11 ITER=0 STATUS=200 TIME=20597.07ms" source=console
time="2026-04-14T12:30:51+05:30" level=error msg="FAIL | VU=14 ITER=1 STATUS=200 TIME=19313.037ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:51+05:30" level=error msg="FAIL | VU=18 ITER=0 STATUS=200 TIME=20283.788ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:51+05:30" level=info msg="INFO | VU=18 ITER=0 STATUS=200 TIME=20283.788ms" source=console
time="2026-04-14T12:30:53+05:30" level=error msg="FAIL | VU=7 ITER=3 STATUS=200 TIME=24136.462ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:56+05:30" level=error msg="FAIL | VU=9 ITER=3 STATUS=200 TIME=19828.92ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:58+05:30" level=error msg="FAIL | VU=8 ITER=0 STATUS=200 TIME=24121.563ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:30:58+05:30" level=info msg="INFO | VU=8 ITER=0 STATUS=200 TIME=24121.563ms" source=console
time="2026-04-14T12:31:00+05:30" level=error msg="FAIL | VU=2 ITER=2 STATUS=200 TIME=23423.489ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:01+05:30" level=error msg="FAIL | VU=1 ITER=1 STATUS=200 TIME=23913.535ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:02+05:30" level=error msg="FAIL | VU=12 ITER=0 STATUS=200 TIME=24789.999ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:02+05:30" level=info msg="INFO | VU=12 ITER=0 STATUS=200 TIME=24789.999ms" source=console
time="2026-04-14T12:31:02+05:30" level=error msg="FAIL | VU=4 ITER=3 STATUS=200 TIME=21616.326ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:04+05:30" level=error msg="FAIL | VU=16 ITER=0 STATUS=503 TIME=54.86ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:04+05:30" level=info msg="INFO | VU=16 ITER=0 STATUS=503 TIME=54.86ms" source=console
time="2026-04-14T12:31:04+05:30" level=error msg="FAIL | VU=22 ITER=0 STATUS=503 TIME=393.905ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:04+05:30" level=info msg="INFO | VU=22 ITER=0 STATUS=503 TIME=393.905ms" source=console
time="2026-04-14T12:31:05+05:30" level=error msg="FAIL | VU=3 ITER=2 STATUS=200 TIME=24732.592ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:05+05:30" level=error msg="FAIL | VU=5 ITER=0 STATUS=200 TIME=24409.511ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:05+05:30" level=info msg="INFO | VU=5 ITER=0 STATUS=200 TIME=24409.511ms" source=console
time="2026-04-14T12:31:06+05:30" level=error msg="FAIL | VU=3 ITER=3 STATUS=503 TIME=52.38ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:06+05:30" level=error msg="FAIL | VU=5 ITER=1 STATUS=503 TIME=47.773ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:07+05:30" level=error msg="FAIL | VU=28 ITER=0 STATUS=503 TIME=54.25ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:07+05:30" level=info msg="INFO | VU=28 ITER=0 STATUS=503 TIME=54.25ms" source=console
time="2026-04-14T12:31:07+05:30" level=error msg="FAIL | VU=3 ITER=4 STATUS=503 TIME=47.146ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:08+05:30" level=error msg="FAIL | VU=5 ITER=2 STATUS=503 TIME=47.859ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:08+05:30" level=error msg="FAIL | VU=28 ITER=1 STATUS=503 TIME=44.979ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:08+05:30" level=error msg="FAIL | VU=3 ITER=5 STATUS=503 TIME=51.176ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:09+05:30" level=error msg="FAIL | VU=5 ITER=3 STATUS=503 TIME=44.919ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:09+05:30" level=error msg="FAIL | VU=6 ITER=1 STATUS=200 TIME=26870.578ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:09+05:30" level=error msg="FAIL | VU=19 ITER=0 STATUS=200 TIME=26175.315ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:09+05:30" level=info msg="INFO | VU=19 ITER=0 STATUS=200 TIME=26175.315ms" source=console
time="2026-04-14T12:31:10+05:30" level=error msg="FAIL | VU=5 ITER=4 STATUS=503 TIME=53.536ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:10+05:30" level=error msg="FAIL | VU=27 ITER=0 STATUS=503 TIME=56.394ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:10+05:30" level=info msg="INFO | VU=27 ITER=0 STATUS=503 TIME=56.394ms" source=console
time="2026-04-14T12:31:10+05:30" level=error msg="FAIL | VU=6 ITER=2 STATUS=503 TIME=62.356ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:10+05:30" level=error msg="FAIL | VU=19 ITER=1 STATUS=503 TIME=47.797ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:11+05:30" level=error msg="FAIL | VU=5 ITER=5 STATUS=503 TIME=45.648ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:11+05:30" level=error msg="FAIL | VU=27 ITER=1 STATUS=503 TIME=45.538ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:11+05:30" level=error msg="FAIL | VU=6 ITER=3 STATUS=503 TIME=53.46ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:11+05:30" level=error msg="FAIL | VU=19 ITER=2 STATUS=503 TIME=46.755ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:12+05:30" level=error msg="FAIL | VU=5 ITER=6 STATUS=503 TIME=44.482ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:12+05:30" level=error msg="FAIL | VU=27 ITER=2 STATUS=503 TIME=46.777ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:12+05:30" level=error msg="FAIL | VU=19 ITER=3 STATUS=503 TIME=46.901ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:12+05:30" level=error msg="FAIL | VU=6 ITER=4 STATUS=503 TIME=52.521ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:13+05:30" level=error msg="FAIL | VU=5 ITER=7 STATUS=503 TIME=44.105ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:13+05:30" level=error msg="FAIL | VU=27 ITER=3 STATUS=503 TIME=50.524ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:13+05:30" level=error msg="FAIL | VU=24 ITER=0 STATUS=503 TIME=319.137ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:13+05:30" level=info msg="INFO | VU=24 ITER=0 STATUS=503 TIME=319.137ms" source=console
time="2026-04-14T12:31:13+05:30" level=error msg="FAIL | VU=19 ITER=4 STATUS=503 TIME=47.234ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:13+05:30" level=error msg="FAIL | VU=6 ITER=5 STATUS=503 TIME=76.226ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:14+05:30" level=error msg="FAIL | VU=15 ITER=1 STATUS=200 TIME=29955.816ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:14+05:30" level=error msg="FAIL | VU=27 ITER=4 STATUS=503 TIME=45.102ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:14+05:30" level=error msg="FAIL | VU=24 ITER=1 STATUS=503 TIME=50.244ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:14+05:30" level=error msg="FAIL | VU=19 ITER=5 STATUS=503 TIME=46.901ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:15+05:30" level=error msg="FAIL | VU=6 ITER=6 STATUS=503 TIME=85.607ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:15+05:30" level=error msg="FAIL | VU=15 ITER=2 STATUS=503 TIME=53.515ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:15+05:30" level=error msg="FAIL | VU=10 ITER=3 STATUS=200 TIME=30572.61ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:15+05:30" level=error msg="FAIL | VU=24 ITER=2 STATUS=503 TIME=54.587ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:16+05:30" level=error msg="FAIL | VU=19 ITER=6 STATUS=503 TIME=68.88ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:16+05:30" level=error msg="FAIL | VU=6 ITER=7 STATUS=503 TIME=55.634ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:16+05:30" level=error msg="FAIL | VU=15 ITER=3 STATUS=503 TIME=360.015ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:16+05:30" level=error msg="FAIL | VU=25 ITER=0 STATUS=503 TIME=53.322ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:16+05:30" level=info msg="INFO | VU=25 ITER=0 STATUS=503 TIME=53.322ms" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=24 ITER=3 STATUS=503 TIME=46.224ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=10 ITER=4 STATUS=503 TIME=72.636ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=19 ITER=7 STATUS=503 TIME=56.258ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=6 ITER=8 STATUS=503 TIME=55.486ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=13 ITER=2 STATUS=200 TIME=30910.557ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=25 ITER=1 STATUS=503 TIME=47.622ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:17+05:30" level=error msg="FAIL | VU=23 ITER=0 STATUS=200 TIME=31139.346ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:17+05:30" level=info msg="INFO | VU=23 ITER=0 STATUS=200 TIME=31139.346ms" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=10 ITER=5 STATUS=503 TIME=67.627ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=19 ITER=8 STATUS=503 TIME=52.154ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=6 ITER=9 STATUS=503 TIME=55.211ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=13 ITER=3 STATUS=503 TIME=58.843ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=25 ITER=2 STATUS=503 TIME=44.119ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:18+05:30" level=error msg="FAIL | VU=23 ITER=1 STATUS=503 TIME=49.584ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=10 ITER=6 STATUS=503 TIME=106.78ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=19 ITER=9 STATUS=503 TIME=70.468ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=6 ITER=10 STATUS=503 TIME=69.004ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=35 ITER=0 STATUS=503 TIME=55.924ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=info msg="INFO | VU=35 ITER=0 STATUS=503 TIME=55.924ms" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=13 ITER=4 STATUS=503 TIME=59.396ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=25 ITER=3 STATUS=503 TIME=46.644ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:19+05:30" level=error msg="FAIL | VU=23 ITER=2 STATUS=503 TIME=48.22ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=21 ITER=0 STATUS=200 TIME=30562.872ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:20+05:30" level=info msg="INFO | VU=21 ITER=0 STATUS=200 TIME=30562.872ms" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=19 ITER=10 STATUS=503 TIME=49.715ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=10 ITER=7 STATUS=503 TIME=61.754ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=6 ITER=11 STATUS=503 TIME=65.515ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=35 ITER=1 STATUS=503 TIME=52.212ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=11 ITER=1 STATUS=200 TIME=30486.124ms BODY={\"verdict\":\"accepted\",\"actual_outputs\":[5]}" source=console
time="2026-04-14T12:31:20+05:30" level=error msg="FAIL | VU=23 ITER=3 STATUS=503 TIME=49.241ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=21 ITER=1 STATUS=503 TIME=67.157ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=19 ITER=11 STATUS=503 TIME=49.482ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=10 ITER=8 STATUS=503 TIME=60.467ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=6 ITER=12 STATUS=503 TIME=56.714ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=35 ITER=2 STATUS=503 TIME=71.527ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=11 ITER=2 STATUS=503 TIME=64.738ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:21+05:30" level=error msg="FAIL | VU=23 ITER=4 STATUS=503 TIME=47.187ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=21 ITER=2 STATUS=503 TIME=51.487ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=19 ITER=12 STATUS=503 TIME=94.022ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=10 ITER=9 STATUS=503 TIME=71.967ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=6 ITER=13 STATUS=503 TIME=58.149ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=33 ITER=0 STATUS=503 TIME=52.795ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=info msg="INFO | VU=33 ITER=0 STATUS=503 TIME=52.795ms" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=35 ITER=3 STATUS=503 TIME=63.072ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=11 ITER=3 STATUS=503 TIME=91.266ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:22+05:30" level=error msg="FAIL | VU=23 ITER=5 STATUS=503 TIME=47.249ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=21 ITER=3 STATUS=503 TIME=52.95ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=19 ITER=13 STATUS=503 TIME=52.076ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=10 ITER=10 STATUS=503 TIME=60.861ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=6 ITER=14 STATUS=503 TIME=56.273ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=33 ITER=1 STATUS=503 TIME=47.92ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=35 ITER=4 STATUS=503 TIME=55.281ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=11 ITER=4 STATUS=503 TIME=62.122ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:23+05:30" level=error msg="FAIL | VU=23 ITER=6 STATUS=503 TIME=52.333ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:24+05:30" level=error msg="FAIL | VU=21 ITER=4 STATUS=503 TIME=49.052ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:24+05:30" level=error msg="FAIL | VU=19 ITER=14 STATUS=503 TIME=53.911ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:24+05:30" level=error msg="FAIL | VU=10 ITER=11 STATUS=503 TIME=86.914ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:24+05:30" level=error msg="FAIL | VU=33 ITER=2 STATUS=503 TIME=46.936ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
time="2026-04-14T12:31:24+05:30" level=error msg="FAIL | VU=6 ITER=15 STATUS=503 TIME=329.326ms BODY={\"detail\":\"Server is at capacity, please try again later\"}" source=console
